,property_description,number of rooms,quadrat (m^2),date,price (euro),region_Prishtine,region_other region in kosove,seasons_Autumn,seasons_Spring,seasons_Summer,seasons_Winter,neighborhood_Aktash,neighborhood_Arbëria (Dragodani),neighborhood_Bregu i Diellit,neighborhood_Dardania,neighborhood_Kalabria,neighborhood_Lagjen e Spitalit,neighborhood_Lagjja e Muhaxherëve,neighborhood_Lakrishta,neighborhood_Other,neighborhood_Qafa,neighborhood_Qendra,neighborhood_Tophane,neighborhood_Ulpiana
180,banes me qira te 4llullat,1,65.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,banes ekskluzive me qira ne breg te diellit 21,2,75.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
182,super banes me qira ne arberi,2,85.0,2023-07-10,350.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,banes moderne me qira te 4 llullat,2,75.0,2023-07-10,450.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,banes me qira ne lagje e spitalit moderne,1,65.0,2023-07-10,260.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
185,banes me qira ne lagjen e muhaxhereve,1,61.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,banes moderne me qira ne mati 1,2,80.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,banese komode me qira ne breg te diellit,1,60.0,2023-07-10,230.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188,banese komode me qira ne lagje te spitalit,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,super ofert banes me qira ne arberi 21,2,83.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,banes moderne me qira ne tophane,1,72.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
191,banes moderne me qira ne emshir,2,80.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192,banes moderne me qira ne dardani,2,85.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,banes me qira ne ulpiane,2,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,banes komode me qira te qafa,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,banes me qira ne ulpiane fontana,1,60.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,banes me qira te qafa,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,banes me qera ne dardani te posta e madhe,3,100.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
198,banes komode me qira ne ulpiane,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,banes moderne me qira ne tophane,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
200,super banes me qira ne lagje te spitalit,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,banes moderne me qira ne lagje te spitalit,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
202,banes me qira ne mati 1 e pa banuar me pare,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,banes me qira te parku i qytetit,1,65.0,2023-07-10,220.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,banes me qira ne mati 1 21,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,banes me qira ne ulpiane 21,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,banes komode me qira ne mati 1,1,70.0,2023-07-10,230.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,banes moderne me qira ne dardani,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
208,banes komode me qira ne dardani,1,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,banes komode me qira ne ulpiane,1,45.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210,banes me qira mrapa teatrit kombetare 21,2,100.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
211,banes me qira ne dardani 31,3,100.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
212,banes moderne me qira te sllovenia sporti,2,80.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,banes moderne me qira ne lagje te spitalit,2,80.0,2023-07-10,280.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,banes me qira ne arberikomuna e re,1,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,leshohet me qira super banese ne lagjen dardania,5,140.0,2023-07-10,800.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216,ipet banese me qira te rruga b,2,90.0,2023-07-10,220.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,leshohet banese me qira ne lagjen dardania,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
218,super banese me qira ne lagjen pejton,2,80.0,2023-07-10,450.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,leshohet banese me qira ne lagjen e muhaxherve,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,super banese me qira ne lagjen e spitalit,2,106.0,2023-07-10,500.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,leshohet banese me qira te qafa,2,85.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
222,leshohet banese me qira afer parkut te qytetit,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,leshohet banese me qira ne lagjen e spitalit,1,73.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
224,banese me qira ne lagjen e spitalit,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,banes 3 dhomshe me qira ne tophane,3,100.0,2023-07-10,550.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
226,leshohet me qira banesa ne lagjen mati 1,1,55.0,2023-07-10,220.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227,super banese me qira ne qender,3,130.0,2023-07-10,700.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,banese me qira te parku i qytetit,1,70.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,banes komode me qira ne mat te super viva 2,1,72.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,banese  garsoniere  me qira ne lagjen mati 1,1,45.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,ipet banese me qira ne lagjen pejton,2,73.0,2023-07-10,380.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
232,leshohet banese me qira ne lagjen arberia,2,95.0,2023-07-10,350.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,leshohet banese me qira ne lagjen ulpiana,2,72.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,super banese me qira ne lagjen lakrishte,1,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
235,banes komode me qira ne arberi afer qafes te pandora,2,85.0,2023-07-10,350.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
236,leshohet banese me qira ne qender,2,75.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,leshohet banese me qira ne lagjen e spitalit,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,leshohet banese me qira ne qender,1,50.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,banese me qira  per zyre  ne qender,1,54.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
240,banese me qira ne qender,3,100.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
241,super banese me qira ne rrugen b,2,90.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,banese  garsoniere  me qira te bregu i diellit,1,35.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,ipet banese me qira ne lagjen bregu i diellit,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
244,banes me qira ne qender 21,2,80.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,banese me qira ne mati 1,2,76.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246,super banese me qira ne emshir 31,3,115.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,leshohet banese me qira ne arberi,1,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248,banes me qira ne mati 1,1,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249,leshohet banese me qira ne arberi 21,2,80.0,2023-07-10,350.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,leshohet banese me qira te bregu i diellit,1,64.0,2023-07-10,190.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251,leshohet banese me qira ne emshir,1,55.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,leshohet banese me qira ne ulpiane 21,2,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253,leshohet banese me qira ne ulpiane 21,2,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,leshohet banese me qira ne ulpiane,2,67.0,2023-07-10,280.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255,banese me qira ne breg te diellit,1,54.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,banese me qira ne dardani 21,2,70.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,banese me qira ne aktash,2,86.0,2023-07-10,250.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,leshohet banese me qira ne bregun e diellit,1,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,banese me qira ne dardani  te santea,2,80.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
260,ekstra banese me qira te sllovenia sporti,2,130.0,2023-07-10,500.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,banese me qira ne arberi 11,1,65.0,2023-07-10,280.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,banese me qira ne lagjen e muhagjerve 11,1,61.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,super banese me qera ne arberi,1,55.0,2023-07-10,280.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,banes me qira ne emshir e pa banuar me pare,2,75.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
265,banese me qira e renovuar ne dardani,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266,banes me qira ne mati 1,2,75.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,banese komode me qira ne dardani,1,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
268,banese me qira te sllovenia sporti 21,2,75.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,banes me qira ne dardani,1,65.0,2023-07-10,290.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
270,banes komode me qira ne mati 1,1,63.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,banes me qira ne tophane 21,2,75.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272,banese moderne me qira ne ulpiane,2,85.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,super oferte 21350 ne ulpiane,2,70.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,banes me qira ne qender mobiluar,2,70.0,2023-07-10,330.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,banes moderne me qira ne mati 1,2,75.0,2023-07-10,280.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,banes komode me qira ne breg te diellit,1,65.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277,banese me qira ne mati 1 ndertim i ri,1,45.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
278,banes me qira ne emshir banesat e arabve,1,50.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279,super ofert banes me qira ne mati 1 100m2250,2,100.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,banese komode me qira ne breg te diellit,1,55.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,banes me qira ne qender ndertim i ri,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,banes me qira ne dardani komode,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,banese me qira ne lagje te spitalit 21,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,banes me qira ne lagje te spitalit 21,2,75.0,2023-07-10,220.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,banese komode me qira ne breg te diellit,1,55.0,2023-07-10,230.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,banes me qira ne ulpiane 21,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,banes moderne me qira ne emshir,2,90.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,banes komode me qira ne dardani,1,60.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
289,banes me qira ne ulpiane e renovuar,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,banes ekskluzive me qira te parku i qytetit,2,95.0,2023-07-10,700.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
291,banes komode me qira ne ulpiane,1,55.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
292,banes me qira ne dardani,1,55.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
293,banes me qira ne lagje te spitalit 21,2,75.0,2023-07-10,230.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,banes komode me qira ne lagje te spitalit,1,60.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,banes me qira te 4llullat,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,ektsra banese me qira,2,70.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,banes me qira ne ulpiane per zyre,1,65.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
298,banese me qira ne lagje te muhaxhereve,1,50.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,banes me qira ne qender afer shkolles sami frasheri 21,2,75.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,banes me qira ne arberi 21,2,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,banes me qira ne ulpiane,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
302,banes me qira ne qender,2,100.0,2023-07-10,400.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,banes komode me qira ne emshir,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304,banes me qira ne dardani te santea,1,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
305,banes komode me qira ne velani,1,65.0,2023-07-10,230.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
306,banes moderne me qira ne qender pejton,2,75.0,2023-07-10,380.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,banes me qira ne rrugen b,2,75.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,banese me qira ne lagjen dardania 11,1,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
309,banes komode me qira ne lagje te spitalit,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,banes me qira ne ulpiane,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
311,banes me qira ne lagje te spitalit,2,130.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,leshohet banese me qira ne lagjen dardania,2,90.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
313,banese me qira ne lagjen dardania,2,82.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314,super banese me qira ne qender,2,60.0,2023-07-10,500.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
315,ipet banese me qira ne lagjen ulpiana,1,60.0,2023-07-10,320.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,leshohet banese me qira ne lagjen tophane,1,75.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
317,leshohet banese me qira ne lagjen ulpiana,1,45.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,leshohet banese me qira ne lagjen arberia,1,70.0,2023-07-10,330.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,banese  garsoniere  me qira ne lagjen arberia,1,45.0,2023-07-10,200.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320,banese me qira ne lagjen lakrishte,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321,leshohet banese me qira ne lagjen dardania,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
322,leshohet banese me qira ne qender,1,50.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
323,leshohet banese me qira ne lagjen arberia,2,70.0,2023-07-10,220.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,leshohet banese me qira te sllovenia sporti,2,80.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325,ipet banese me qira ne lagjen e spitalit,2,70.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
326,banese me qira ne lagjen bregu i diellit,2,70.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,ofrohet banese me qira ne qender,2,80.0,2023-07-10,350.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,ipet banese me qira ne lagjen pejton,2,90.0,2023-07-10,450.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
329,ofrohet banese me qira ne lagjen bregu i diellit,1,60.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,leshohet banese me qira ne taslixhe,1,36.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
331,leshohet banese me qira ne lagjen bregu i diellit,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332,ofrohet banese me qira ne rrugen b,2,55.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
333,super banese me qira ne lagjen arberia,2,110.0,2023-07-10,500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,banese me qira ne lagjen dardania,1,55.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335,leshohet banese me qira ne lagjen bregu i diellit,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,banese garsoniere me qira ne lagjen ulpiana,1,30.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,banese me qira ne lagjen bregu i diellit,2,100.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
338,leshohet banese me qira ne lagjen ulpiana,1,55.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,leshohet banese me qira te qafa,1,50.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
340,leshohet banese me qira ne lagjen dardania,1,58.0,2023-07-10,270.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
341,leshohet banese me qira ne emshir 11,2,85.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,leshohet banese me qira te bregu i diellit 11,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
343,leshohet banese me qira ne ulpiane 11,1,50.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
344,leshohet banese me qira ne lagjen arberia,1,60.0,2023-07-10,250.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,leshohet banese me qira ne tophane,1,58.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
346,banese me qira ne veternik,3,106.0,2023-07-10,260.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,banese me qira ne lagjen dardania,2,100.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348,banese me qira ne emshir 11,1,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349,banese me qira ne emshir,2,85.0,2023-07-10,280.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
350,leshohet banese me qira ne fushe kosove 11,1,55.0,2023-07-10,220.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
351,banese e re me qira ne arberi,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
352,leshohet super banese me qira ne arberi 21,2,85.0,2023-07-10,400.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,banese me qira ne emshir 21,2,72.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,leshohet banese me qira ne tophane,2,70.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
355,banese me qira ne lagje te spitalit,2,84.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,banese me qira ne arberi te komuna e re,1,70.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
357,leshohet banese me qira te parku i qytetit,2,65.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
358,leshohet banese me qira ne lagjen arberia,2,90.0,2023-07-10,300.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,banese me qira me termokos,1,63.0,2023-07-10,63.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
360,banes me qira te qafa moderne,1,65.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
361,banes me qira te 4 llullat 21,2,78.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
362,banese me qira ne lagjen sllovenia sporti,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
363,banese ekskluzive me qira ne arberi,2,80.0,2023-07-10,500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
364,banese komode me qira ne lagje te muhaxhereve,1,65.0,2023-07-10,250.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
365,banese me qira te qafa,1,70.0,2023-07-10,300.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
366,banese me qira te sllovenia sporti,1,60.0,2023-07-10,200.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
